Utility,county,pcr_target,Date,SARS-2 Copies/L (uncorrected),pcr_target_cl_95_lo,pcr_target_cl_95_up,sample_id,quality_flag,flow_rate,sample_type,lab_phase,pcr_target_below_lod,reporting_jurisdiction,wwtp_jurisdiction,sewershed_name_in_case_linelist,sewershed_name_in_spatial_file,upstream_location_specify_nwss_dcipher
Utility5,08003,sars-cov-2,2022-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-08-04,148687,148687,148687,UE20220804,no,1.29,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-08-08,529724,334752,437106,UE20220808,no,1.215731,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-08-11,149350,149350,149350,UE20220811,no,1.24,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-08-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-08-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-08-30,30071,30071,30071,UE20220830,no,0.854876,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-09-01,518839,185200,370788,UE20220901,no,0.8,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-09-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-09-06,49113,49113,49113,UE20220906,no,0.84425,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-09-08,375178,271339,262610,UE20220908,no,0.78,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-09-12,470078,470078,470078,UE20220912,no,0.855616,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-09-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-09-15,212645,141494,212645,UE20220915,no,0.81,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-09-19,20834,20834,20834,UE20220919,no,0.808831,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-09-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-09-22,90413,90413,41045,UE20220922,no,0.81,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-09-26,320315,320315,129348,UE20220926,no,0.82,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-09-29,221699,209540,221699,UE20220929,no,0.844,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-10-03,542306,103067,6254,UE20221003,no,0.806937,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-10-05,31845,31845,15907,UE20221005,no,0.92,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-10-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-10-13,99153,99153,99153,UE20221013,no,0.792692,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-10-17,84484,40968,84484,UE20221017,no,0.778639,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-10-20,430354,285814,323911,UE20221020,no,0.820231,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-10-24,252134,252134,252134,UE20221024,no,0.908725,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-10-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-10-31,13075,13075,13075,UE20221031,no,0.74448,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-11-03,446820,301183,12366,UE20221103,no,NA,not specified,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-11-07,433532,-10597,110986,UE20221107,yes,7.25369,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-11-10,112804,112804,106170,UE20221110,no,0.683,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-11-14,298443,298443,249571,UE20221114,no,0.767962,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-11-17,270029,270029,270029,UE20221117,no,6.7218,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-11-21,485517,183722,354228,UE20221121,no,0.691018,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-11-28,484962,484962,484962,UE20221128,no,7.03818,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-12-01,388947,174538,388947,UE20221201,no,6.00714,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-12-05,46380,38512,46380,UE20221205,no,6.5852,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-12-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-12-12,452685,211988,452685,UE20221212,no,0.63,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-12-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-12-15,352940,31944,352940,UE20221215,no,0.58,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-12-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-12-20,188083,188083,188083,UE20221220,no,0.61,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-12-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-12-27,382430,227798,306534,UE20221227,no,0.6,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-12-29,57372,57372,57372,UE20221229,no,0.89,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2023-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2023-01-03,548125,197438,103240,UE20230103,no,0.73,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2023-01-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2023-01-05,17519,17519,17519,UE20230105,no,0.71,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2023-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2023-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2023-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2023-01-09,66694,66694,66694,UE20230109,no,0.67,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2023-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2023-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2023-01-12,76122,76122,76122,UE20230112,no,0.67,24-hr flow-weighted composite,Lab Phase 1,no,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2023-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2023-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
Utility5,08003,sars-cov-2,2023-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,co,CO,UTILITY5 RWWTF,City of Utility5,NA
