"","wwtp_name","sample_id","sample_collect_date","flu_pcr_target","flu_pcr_target_avg_conc","h5_pcr_target_avg_conc","h5_detected","h3_pcr_target_avg_conc","h3_detected","h1_pcr_target_avg_conc","h1_detected"
"699","Utility3",NA,"2024-07-16","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"700","Utility3",NA,"2024-07-17","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"701","Utility3",NA,"2024-07-18","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"702","Utility3",NA,"2024-07-19","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"703","Utility3",NA,"2024-07-20","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"704","Utility3",NA,"2024-07-21","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"705","Utility3",NA,"2024-07-22","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"706","Utility3",NA,"2024-07-23","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"707","Utility3",NA,"2024-07-24","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"708","Utility3",NA,"2024-07-25","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"709","Utility3",NA,"2024-07-26","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"710","Utility3",NA,"2024-07-27","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"711","Utility3",NA,"2024-07-28","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"712","Utility3",NA,"2024-07-29","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"713","Utility3",NA,"2024-07-30","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"714","Utility3",NA,"2024-07-31","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"715","Utility3",NA,"2024-08-01","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"716","Utility3",NA,"2024-08-02","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"717","Utility3",NA,"2024-08-03","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"718","Utility3",NA,"2024-08-04","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"719","Utility3",NA,"2024-08-05","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"720","Utility3",NA,"2024-08-06","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"721","Utility3",NA,"2024-08-07","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"722","Utility3",NA,"2024-08-08","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"723","Utility3",NA,"2024-08-09","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"724","Utility3",NA,"2024-08-10","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"725","Utility3",NA,"2024-08-11","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"726","Utility3",NA,"2024-08-12","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"727","Utility3",NA,"2024-08-13","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"728","Utility3",NA,"2024-08-14","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"729","Utility3",NA,"2024-08-15","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"730","Utility3",NA,"2024-08-16","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"731","Utility3",NA,"2024-08-17","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"732","Utility3",NA,"2024-08-18","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"733","Utility3",NA,"2024-08-19","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"734","Utility3",NA,"2024-08-20","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"735","Utility3",NA,"2024-08-21","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"736","Utility3",NA,"2024-08-22","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"737","Utility3",NA,"2024-08-23","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"738","Utility3",NA,"2024-08-24","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"739","Utility3",NA,"2024-08-25","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"740","Utility3",NA,"2024-08-26","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"741","Utility3",NA,"2024-08-27","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"742","Utility3",NA,"2024-08-28","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"743","Utility3",NA,"2024-08-29","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"744","Utility3",NA,"2024-08-30","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"745","Utility3",NA,"2024-08-31","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"746","Utility3",NA,"2024-09-01","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"747","Utility3",NA,"2024-09-02","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"748","Utility3",NA,"2024-09-03","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"749","Utility3",NA,"2024-09-04","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"750","Utility3",NA,"2024-09-05","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"751","Utility3",NA,"2024-09-06","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"752","Utility3",NA,"2024-09-07","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"753","Utility3",NA,"2024-09-08","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"754","Utility3",NA,"2024-09-09","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"755","Utility3",NA,"2024-09-10","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"756","Utility3",NA,"2024-09-11","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"757","Utility3",NA,"2024-09-12","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"758","Utility3",NA,"2024-09-13","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"759","Utility3",NA,"2024-09-14","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"760","Utility3",NA,"2024-09-15","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"761","Utility3",NA,"2024-09-16","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"762","Utility3",NA,"2024-09-17","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"763","Utility3",NA,"2024-09-18","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"764","Utility3",NA,"2024-09-19","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"765","Utility3",NA,"2024-09-20","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"766","Utility3",NA,"2024-09-21","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"767","Utility3",NA,"2024-09-22","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"768","Utility3",NA,"2024-09-23","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"769","Utility3",NA,"2024-09-24","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"770","Utility3",NA,"2024-09-25","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"771","Utility3",NA,"2024-09-26","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"772","Utility3",NA,"2024-09-27","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"773","Utility3",NA,"2024-09-28","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"774","Utility3",NA,"2024-09-29","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"775","Utility3","UC20240930","2024-09-30","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"776","Utility3",NA,"2024-10-01","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"777","Utility3",NA,"2024-10-02","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"778","Utility3","UC20241003","2024-10-03","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"779","Utility3",NA,"2024-10-04","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"780","Utility3",NA,"2024-10-05","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"781","Utility3",NA,"2024-10-06","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"782","Utility3",NA,"2024-10-07","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"783","Utility3",NA,"2024-10-08","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"784","Utility3",NA,"2024-10-09","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"785","Utility3","UC20241010","2024-10-10","Inf_A-MP","2000",NA,"No Sample",NA,"No Sample",NA,"No Sample"
"786","Utility3",NA,"2024-10-10","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"787","Utility3",NA,"2024-10-11","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"788","Utility3",NA,"2024-10-12","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"789","Utility3",NA,"2024-10-13","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"790","Utility3","UC20241014","2024-10-14","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"791","Utility3",NA,"2024-10-15","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"792","Utility3",NA,"2024-10-16","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"793","Utility3","UC20241017","2024-10-17","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"794","Utility3",NA,"2024-10-18","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"795","Utility3",NA,"2024-10-19","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"796","Utility3",NA,"2024-10-20","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"797","Utility3","UC20241021","2024-10-21","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"798","Utility3",NA,"2024-10-22","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"799","Utility3",NA,"2024-10-23","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"800","Utility3","UC20241024","2024-10-24","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"801","Utility3",NA,"2024-10-25","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"802","Utility3",NA,"2024-10-26","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"803","Utility3",NA,"2024-10-27","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"804","Utility3","UC20241028","2024-10-28","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"805","Utility3",NA,"2024-10-29","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"806","Utility3",NA,"2024-10-30","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"807","Utility3",NA,"2024-10-31","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"808","Utility3",NA,"2024-11-01","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"809","Utility3",NA,"2024-11-02","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"810","Utility3",NA,"2024-11-03","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"811","Utility3","UC20241104","2024-11-04","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"812","Utility3",NA,"2024-11-05","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"813","Utility3",NA,"2024-11-06","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"814","Utility3","UC20241107","2024-11-07","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"815","Utility3",NA,"2024-11-08","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"816","Utility3",NA,"2024-11-09","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"817","Utility3",NA,"2024-11-10","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"818","Utility3",NA,"2024-11-11","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"819","Utility3","UC20241112","2024-11-12","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"820","Utility3",NA,"2024-11-13","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"821","Utility3","UC20241114","2024-11-14","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"822","Utility3",NA,"2024-11-15","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"823","Utility3",NA,"2024-11-16","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"824","Utility3",NA,"2024-11-17","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"825","Utility3","UC20241118","2024-11-18","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"826","Utility3",NA,"2024-11-19","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"827","Utility3",NA,"2024-11-20","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"828","Utility3","UC20241121","2024-11-21","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"829","Utility3",NA,"2024-11-22","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"830","Utility3",NA,"2024-11-23","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"831","Utility3",NA,"2024-11-24","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"832","Utility3","UC20241125","2024-11-25","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"833","Utility3",NA,"2024-11-26","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"834","Utility3",NA,"2024-11-27","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"835","Utility3",NA,"2024-11-28","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"836","Utility3",NA,"2024-11-29","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"837","Utility3",NA,"2024-11-30","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"838","Utility3",NA,"2024-12-01","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"839","Utility3","UC20241202","2024-12-02","Inf_A-MP","6664646","600","Not Detected","2399755","Detected","600","Not Detected"
"840","Utility3",NA,"2024-12-03","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"841","Utility3",NA,"2024-12-04","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"842","Utility3","UC20241205","2024-12-05","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"843","Utility3",NA,"2024-12-06","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"844","Utility3",NA,"2024-12-07","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"845","Utility3",NA,"2024-12-08","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"846","Utility3","UC20241209","2024-12-09","Inf_A-MP","12142308","600","Not Detected","8266047","Detected","600","Not Detected"
"847","Utility3",NA,"2024-12-10","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"848","Utility3",NA,"2024-12-11","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"849","Utility3","UC20241212","2024-12-12","Inf_A-MP","271693","600","Not Detected","2661323","Detected","600","Not Detected"
"850","Utility3",NA,"2024-12-13","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"851","Utility3",NA,"2024-12-14","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"852","Utility3",NA,"2024-12-15","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"853","Utility3","UC20241216","2024-12-16","Inf_A-MP","12373696","600","Not Detected","15963520","Detected","1487940","Detected"
"854","Utility3",NA,"2024-12-17","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"855","Utility3",NA,"2024-12-18","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"856","Utility3","UC20241219","2024-12-19","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"857","Utility3",NA,"2024-12-20","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"858","Utility3",NA,"2024-12-21","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"859","Utility3",NA,"2024-12-22","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"860","Utility3",NA,"2024-12-23","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"861","Utility3",NA,"2024-12-24","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"862","Utility3",NA,"2024-12-25","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"863","Utility3","UC20241226","2024-12-26","Inf_A-MP","10731977","600","Not Detected","14977564","Detected","4692221","Detected"
"864","Utility3",NA,"2024-12-27","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"865","Utility3",NA,"2024-12-28","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"866","Utility3",NA,"2024-12-29","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"867","Utility3","UC20241230","2024-12-30","Inf_A-MP","15393190","600","Not Detected","3259662","Detected","14649765","Detected"
"868","Utility3",NA,"2024-12-31","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"869","Utility3",NA,"2025-01-01","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"870","Utility3","UC20250102","2025-01-02","Inf_A-MP","14995470","600","Not Detected","15832043","Detected","13115824","Detected"
"871","Utility3",NA,"2025-01-03","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"872","Utility3",NA,"2025-01-04","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"873","Utility3",NA,"2025-01-05","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"874","Utility3","UC20250106","2025-01-06","Inf_A-MP","9037452","600","Not Detected","2649749","Detected","815944","Detected"
"875","Utility3",NA,"2025-01-07","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"876","Utility3",NA,"2025-01-08","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"877","Utility3","UC20250109","2025-01-09","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"878","Utility3",NA,"2025-01-10","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"879","Utility3",NA,"2025-01-11","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"880","Utility3",NA,"2025-01-12","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"881","Utility3","UC20250113","2025-01-13","Inf_A-MP","6568612","600","Not Detected","8179359","Detected","7951141","Detected"
"882","Utility3",NA,"2025-01-14","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"883","Utility3",NA,"2025-01-15","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"884","Utility3","UC20250116","2025-01-16","Inf_A-MP","7576689","600","Not Detected","7118254","Detected","5481862","Detected"
"885","Utility3",NA,"2025-01-17","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"886","Utility3",NA,"2025-01-18","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"887","Utility3",NA,"2025-01-19","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"888","Utility3",NA,"2025-01-20","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"889","Utility3","UC20250121","2025-01-21","Inf_A-MP","1804949","600","Not Detected","14914250","Detected","14224862","Detected"
"890","Utility3",NA,"2025-01-22","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"891","Utility3","UC20250123","2025-01-23","Inf_A-MP","3084602","600","Not Detected","600","Not Detected","600","Not Detected"
"892","Utility3",NA,"2025-01-24","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"893","Utility3",NA,"2025-01-25","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"894","Utility3",NA,"2025-01-26","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"895","Utility3","UC20250127","2025-01-27","Inf_A-MP","9604739","600","Not Detected","8087896","Detected","713536","Detected"
"896","Utility3",NA,"2025-01-28","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"897","Utility3",NA,"2025-01-29","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"898","Utility3","UC20250130","2025-01-30","Inf_A-MP","9053369","600","Not Detected","2086413","Detected","4569464","Detected"
"899","Utility3",NA,"2025-01-31","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"900","Utility3",NA,"2025-02-01","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"901","Utility3",NA,"2025-02-02","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"902","Utility3","UC20250203","2025-02-03","Inf_A-MP","10271959","600","Not Detected","8392739","Detected","12027875","Detected"
"903","Utility3",NA,"2025-02-04","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"904","Utility3",NA,"2025-02-05","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"905","Utility3","UC20250206","2025-02-06","Inf_A-MP","7505770","600","Not Detected","8967751","Detected","9477984","Detected"
"906","Utility3",NA,"2025-02-07","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"907","Utility3",NA,"2025-02-08","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"908","Utility3",NA,"2025-02-09","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"909","Utility3","UC20250210","2025-02-10","Inf_A-MP","1392548","600","Not Detected","6348021","Detected","1425205","Detected"
"910","Utility3",NA,"2025-02-11","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"911","Utility3",NA,"2025-02-12","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"912","Utility3","UC20250213","2025-02-13","Inf_A-MP","5383870","600","Not Detected","10616294","Detected","758450","Detected"
"913","Utility3",NA,"2025-02-14","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"914","Utility3",NA,"2025-02-15","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"915","Utility3",NA,"2025-02-16","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"916","Utility3",NA,"2025-02-17","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"917","Utility3","UC20250218","2025-02-18","Inf_A-MP","4524153","600","Not Detected","600","Not Detected","3260287","Detected"
"918","Utility3",NA,"2025-02-19","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"919","Utility3","UC20250220","2025-02-20","Inf_A-MP","600","600","Not Detected","600","Not Detected","600","Not Detected"
"920","Utility3",NA,"2025-02-21","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"921","Utility3",NA,"2025-02-22","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"922","Utility3",NA,"2025-02-23","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"923","Utility3","UC20250224","2025-02-24","Inf_A-MP","7691783","600","Not Detected","600","Not Detected","13759260","Detected"
"924","Utility3",NA,"2025-02-25","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"925","Utility3",NA,"2025-02-26","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"926","Utility3","UC20250227","2025-02-27","Inf_A-MP","12396484","600","Not Detected","600","Not Detected","7120346","Detected"
"927","Utility3",NA,"2025-02-28","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"928","Utility3",NA,"2025-03-01","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"929","Utility3",NA,"2025-03-02","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"930","Utility3","UC20250303","2025-03-03","Inf_A-MP","12644907","600","Not Detected","600","Not Detected","600","Not Detected"
"931","Utility3",NA,"2025-03-04","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"932","Utility3",NA,"2025-03-05","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
"933","Utility3","UC20250306","2025-03-06","Inf_A-MP","4000670","600","Not Detected","600","Not Detected","600","Not Detected"
"934","Utility3",NA,"2025-03-07","Inf_A-MP",NA,NA,"No Sample",NA,"No Sample",NA,"No Sample"
