"","utility","pcr_target","week","measure_date","ND_flag","CDC_TwoWeek_Detection_Flag","CDC_FourWeek_Detections","CDC_FourWeek_Submission","FourWeek_Detection_Percent","CDC_PersistentDetection_Flag","CDC_Detection_Flag"
"940","Utility5","FLUBV",34,2024-10-31,"No Detection","no",0,8,0,"no","no"
"941","Utility5","FLUBV",35,2024-10-21,"No Detection","no",0,8,0,"no","no"
"942","Utility5","FLUBV",35,2024-10-24,"No Detection","no",0,8,0,"no","no"
"943","Utility5","FLUBV",36,2024-10-14,"No Detection","no",0,8,0,"no","no"
"944","Utility5","FLUBV",36,2024-10-17,"No Detection","no",0,8,0,"no","no"
"945","Utility5","FLUBV",37,2024-10-08,"No Detection","no",0,7,0,"no","no"
"946","Utility5","FLUBV",37,2024-10-10,"No Detection","no",0,7,0,"no","no"
"947","Utility5","FLUBV",38,2024-09-30,"No Detection","no",0,6,0,"no","no"
"948","Utility5","FLUBV",38,2024-10-03,"No Detection","no",0,6,0,"no","no"
"949","Utility5","FLUBV",39,2024-09-23,"No Detection","no",0,5,0,"no","no"
"950","Utility5","FLUBV",39,2024-09-26,"No Detection","no",0,5,0,"no","no"
"951","Utility5","FLUBV",40,2024-09-16,"No Detection","no",0,5,0,"no","no"
"952","Utility5","FLUBV",41,2024-09-09,"No Detection","no",0,6,0,"no","no"
"953","Utility5","FLUBV",42,2024-09-03,"No Detection","no",0,7,0,"no","no"
"954","Utility5","FLUBV",43,2024-08-26,"No Detection","no",0,8,0,"no","no"
"955","Utility5","FLUBV",43,2024-08-29,"No Detection","no",0,8,0,"no","no"
"956","Utility5","FLUBV",44,2024-08-19,"No Detection","no",0,8,0,"no","no"
"957","Utility5","FLUBV",44,2024-08-22,"No Detection","no",0,8,0,"no","no"
"958","Utility5","FLUBV",45,2024-08-12,"No Detection","no",0,8,0,"no","no"
"959","Utility5","FLUBV",45,2024-08-15,"No Detection","no",0,8,0,"no","no"
"960","Utility5","FLUBV",46,2024-08-05,"No Detection","no",0,8,0,"no","no"
"961","Utility5","FLUBV",46,2024-08-08,"No Detection","no",0,8,0,"no","no"
"962","Utility5","FLUBV",47,2024-07-29,"No Detection","no",0,8,0,"no","no"
"963","Utility5","FLUBV",47,2024-08-01,"No Detection","no",0,8,0,"no","no"
"964","Utility5","FLUBV",48,2024-07-22,"No Detection","no",0,7,0,"no","no"
"965","Utility5","FLUBV",48,2024-07-25,"No Detection","no",0,7,0,"no","no"
"966","Utility5","FLUBV",49,2024-07-15,"No Detection","no",0,6,0,"no","no"
"967","Utility5","FLUBV",49,2024-07-18,"No Detection","no",0,6,0,"no","no"
"968","Utility5","FLUBV",50,2024-07-08,"No Detection","no",0,4,0,"no","no"
"969","Utility5","FLUBV",50,2024-07-11,"No Detection","no",0,4,0,"no","no"
"970","Utility5","FLUBV",51,2024-07-01,"No Detection","no",0,2,0,"no","no"
"971","Utility5","FLUBV",52,2024-06-27,"No Detection","no",0,1,0,"no","no"
"972","Utility5","H1",30,2024-11-25,"No Detection","no",0,5,0,"no","no"
"973","Utility5","H1",31,2024-11-18,"No Detection","no",0,6,0,"no","no"
"974","Utility5","H1",31,2024-11-21,"No Detection","no",0,6,0,"no","no"
"975","Utility5","H1",32,2024-11-12,"No Detection","no",0,6,0,"no","no"
"976","Utility5","H1",33,2024-11-04,"No Detection","no",0,6,0,"no","no"
"977","Utility5","H1",34,2024-10-28,"No Detection","no",0,7,0,"no","no"
"978","Utility5","H1",34,2024-10-31,"No Detection","no",0,7,0,"no","no"
"979","Utility5","H1",35,2024-10-21,"No Detection","no",0,7,0,"no","no"
"980","Utility5","H1",35,2024-10-24,"No Detection","no",0,7,0,"no","no"
"981","Utility5","H1",36,2024-10-17,"No Detection","no",0,7,0,"no","no"
"982","Utility5","H1",37,2024-10-08,"No Detection","no",0,6,0,"no","no"
"983","Utility5","H1",37,2024-10-10,"No Detection","no",0,6,0,"no","no"
"984","Utility5","H1",38,2024-09-30,"No Detection","no",0,4,0,"no","no"
"985","Utility5","H1",38,2024-10-03,"No Detection","no",0,4,0,"no","no"
"986","Utility5","H1",39,2024-09-23,"No Detection","no",0,2,0,"no","no"
"987","Utility5","H1",39,2024-09-26,"No Detection","no",0,2,0,"no","no"
"988","Utility5","H1",45,2024-08-12,"No Detection","no",0,6,0,"no","no"
"989","Utility5","H1",45,2024-08-15,"No Detection","no",0,6,0,"no","no"
"990","Utility5","H1",46,2024-08-05,"No Detection","no",0,6,0,"no","no"
"991","Utility5","H1",46,2024-08-08,"No Detection","no",0,6,0,"no","no"
"992","Utility5","H1",47,2024-08-01,"No Detection","no",0,5,0,"no","no"
"993","Utility5","H1",48,2024-07-25,"No Detection","no",0,4,0,"no","no"
"994","Utility5","H1",49,2024-07-15,"No Detection","no",0,3,0,"no","no"
"995","Utility5","H1",49,2024-07-18,"No Detection","no",0,3,0,"no","no"
"996","Utility5","H1",50,2024-07-11,"No Detection","no",0,1,0,"no","no"
"997","Utility5","H3",30,2024-11-25,"No Detection","no",0,5,0,"no","no"
"998","Utility5","H3",31,2024-11-18,"No Detection","no",0,6,0,"no","no"
"999","Utility5","H3",31,2024-11-21,"No Detection","no",0,6,0,"no","no"
"1000","Utility5","H3",32,2024-11-12,"No Detection","no",0,6,0,"no","no"
"1001","Utility5","H3",33,2024-11-04,"No Detection","no",0,6,0,"no","no"
"1002","Utility5","H3",34,2024-10-28,"No Detection","no",0,7,0,"no","no"
"1003","Utility5","H3",34,2024-10-31,"No Detection","no",0,7,0,"no","no"
"1004","Utility5","H3",35,2024-10-21,"No Detection","no",0,7,0,"no","no"
"1005","Utility5","H3",35,2024-10-24,"No Detection","no",0,7,0,"no","no"
"1006","Utility5","H3",36,2024-10-17,"No Detection","no",0,7,0,"no","no"
"1007","Utility5","H3",37,2024-10-08,"No Detection","no",0,6,0,"no","no"
"1008","Utility5","H3",37,2024-10-10,"No Detection","no",0,6,0,"no","no"
"1009","Utility5","H3",38,2024-09-30,"No Detection","no",0,4,0,"no","no"
"1010","Utility5","H3",38,2024-10-03,"No Detection","no",0,4,0,"no","no"
"1011","Utility5","H3",39,2024-09-23,"No Detection","no",0,2,0,"no","no"
"1012","Utility5","H3",39,2024-09-26,"No Detection","no",0,2,0,"no","no"
"1013","Utility5","H3",45,2024-08-12,"No Detection","yes",1,6,16.6666666666667,"no","yes"
"1014","Utility5","H3",45,2024-08-15,"Detection","yes",1,6,16.6666666666667,"no","yes"
"1015","Utility5","H3",46,2024-08-05,"No Detection","no",0,6,0,"no","no"
"1016","Utility5","H3",46,2024-08-08,"No Detection","no",0,6,0,"no","no"
"1017","Utility5","H3",47,2024-08-01,"No Detection","no",0,5,0,"no","no"
"1018","Utility5","H3",48,2024-07-25,"No Detection","no",0,4,0,"no","no"
"1019","Utility5","H3",49,2024-07-15,"No Detection","no",0,3,0,"no","no"
"1020","Utility5","H3",49,2024-07-18,"No Detection","no",0,3,0,"no","no"
"1021","Utility5","H3",50,2024-07-11,"No Detection","no",0,1,0,"no","no"
"1022","Utility5","H5",30,2024-11-25,"No Detection","no",0,5,0,"no","no"
"1023","Utility5","H5",31,2024-11-18,"No Detection","no",0,6,0,"no","no"
"1024","Utility5","H5",31,2024-11-21,"No Detection","no",0,6,0,"no","no"
"1025","Utility5","H5",32,2024-11-12,"No Detection","no",0,6,0,"no","no"
"1026","Utility5","H5",33,2024-11-04,"No Detection","no",0,6,0,"no","no"
"1027","Utility5","H5",34,2024-10-28,"No Detection","no",0,7,0,"no","no"
"1028","Utility5","H5",34,2024-10-31,"No Detection","no",0,7,0,"no","no"
"1029","Utility5","H5",35,2024-10-21,"No Detection","no",0,7,0,"no","no"
"1030","Utility5","H5",35,2024-10-24,"No Detection","no",0,7,0,"no","no"
"1031","Utility5","H5",36,2024-10-17,"No Detection","no",0,7,0,"no","no"
"1032","Utility5","H5",37,2024-10-08,"No Detection","no",0,6,0,"no","no"
"1033","Utility5","H5",37,2024-10-10,"No Detection","no",0,6,0,"no","no"
"1034","Utility5","H5",38,2024-09-30,"No Detection","no",0,4,0,"no","no"
"1035","Utility5","H5",38,2024-10-03,"No Detection","no",0,4,0,"no","no"
"1036","Utility5","H5",39,2024-09-23,"No Detection","no",0,2,0,"no","no"
"1037","Utility5","H5",39,2024-09-26,"No Detection","no",0,2,0,"no","no"
"1038","Utility5","H5",45,2024-08-12,"No Detection","no",0,6,0,"no","no"
"1039","Utility5","H5",45,2024-08-15,"No Detection","no",0,6,0,"no","no"
"1040","Utility5","H5",46,2024-08-05,"No Detection","no",0,6,0,"no","no"
"1041","Utility5","H5",46,2024-08-08,"No Detection","no",0,6,0,"no","no"
"1042","Utility5","H5",47,2024-08-01,"No Detection","no",0,5,0,"no","no"
"1043","Utility5","H5",48,2024-07-25,"No Detection","no",0,4,0,"no","no"
"1044","Utility5","H5",49,2024-07-15,"No Detection","no",0,3,0,"no","no"
"1045","Utility5","H5",49,2024-07-18,"No Detection","no",0,3,0,"no","no"
"1046","Utility5","H5",50,2024-07-11,"No Detection","no",0,1,0,"no","no"
"1047","Utility5","PanRSV",30,2024-11-25,"No Detection","yes",1,6,16.6666666666667,"no","yes"
"1048","Utility5","PanRSV",31,2024-11-18,"No Detection","yes",1,7,14.2857142857143,"no","yes"
"1049","Utility5","PanRSV",31,2024-11-21,"Detection","yes",1,7,14.2857142857143,"no","yes"
"1050","Utility5","PanRSV",32,2024-11-12,"No Detection","no",0,7,0,"no","no"
"1051","Utility5","PanRSV",32,2024-11-14,"No Detection","no",0,7,0,"no","no"
"1052","Utility5","PanRSV",33,2024-11-04,"No Detection","no",1,7,14.2857142857143,"no","yes"
"1053","Utility5","PanRSV",34,2024-10-28,"No Detection","no",1,8,12.5,"no","yes"
"1054","Utility5","PanRSV",34,2024-10-31,"No Detection","no",1,8,12.5,"no","yes"
"1055","Utility5","PanRSV",35,2024-10-21,"No Detection","yes",1,8,12.5,"no","yes"
"1056","Utility5","PanRSV",35,2024-10-24,"No Detection","yes",1,8,12.5,"no","yes"
"1057","Utility5","PanRSV",36,2024-10-14,"Detection","yes",1,8,12.5,"no","yes"
"1058","Utility5","PanRSV",36,2024-10-17,"No Detection","yes",1,8,12.5,"no","yes"
"1059","Utility5","PanRSV",37,2024-10-08,"No Detection","no",0,7,0,"no","no"
"1060","Utility5","PanRSV",37,2024-10-10,"No Detection","no",0,7,0,"no","no"
"1061","Utility5","PanRSV",38,2024-09-30,"No Detection","no",0,6,0,"no","no"
"1062","Utility5","PanRSV",38,2024-10-03,"No Detection","no",0,6,0,"no","no"
"1063","Utility5","PanRSV",39,2024-09-23,"No Detection","no",0,5,0,"no","no"
"1064","Utility5","PanRSV",39,2024-09-26,"No Detection","no",0,5,0,"no","no"
"1065","Utility5","PanRSV",40,2024-09-16,"No Detection","no",0,5,0,"no","no"
"1066","Utility5","PanRSV",41,2024-09-09,"No Detection","no",0,6,0,"no","no"
"1067","Utility5","PanRSV",42,2024-09-03,"No Detection","no",0,7,0,"no","no"
"1068","Utility5","PanRSV",43,2024-08-26,"No Detection","no",1,8,12.5,"no","yes"
"1069","Utility5","PanRSV",43,2024-08-29,"No Detection","no",1,8,12.5,"no","yes"
"1070","Utility5","PanRSV",44,2024-08-19,"No Detection","no",1,8,12.5,"no","yes"
"1071","Utility5","PanRSV",44,2024-08-22,"No Detection","no",1,8,12.5,"no","yes"
"1072","Utility5","PanRSV",45,2024-08-12,"No Detection","yes",1,8,12.5,"no","yes"
"1073","Utility5","PanRSV",45,2024-08-15,"No Detection","yes",1,8,12.5,"no","yes"
"1074","Utility5","PanRSV",46,2024-08-05,"Detection","yes",1,8,12.5,"no","yes"
"1075","Utility5","PanRSV",46,2024-08-08,"No Detection","yes",1,8,12.5,"no","yes"
"1076","Utility5","PanRSV",47,2024-07-29,"No Detection","no",0,8,0,"no","no"
"1077","Utility5","PanRSV",47,2024-08-01,"No Detection","no",0,8,0,"no","no"
"1078","Utility5","PanRSV",48,2024-07-22,"No Detection","no",0,7,0,"no","no"
"1079","Utility5","PanRSV",48,2024-07-25,"No Detection","no",0,7,0,"no","no"
"1080","Utility5","PanRSV",49,2024-07-15,"No Detection","no",1,6,16.6666666666667,"no","yes"
"1081","Utility5","PanRSV",49,2024-07-18,"No Detection","no",1,6,16.6666666666667,"no","yes"
"1082","Utility5","PanRSV",50,2024-07-08,"No Detection","no",1,4,25,"no","yes"
"1083","Utility5","PanRSV",50,2024-07-11,"No Detection","no",1,4,25,"no","yes"
"1084","Utility5","PanRSV",51,2024-07-01,"No Detection","yes",1,2,50,"no","yes"
"1085","Utility5","PanRSV",52,2024-06-27,"Detection","yes",1,1,100,"yes","no"
"1086","Utility5","sars-cov-2",30,2024-11-25,"No Detection","yes",3,6,50,"no","yes"
"1087","Utility5","sars-cov-2",31,2024-11-18,"No Detection","yes",4,7,57.1428571428571,"no","yes"
"1088","Utility5","sars-cov-2",31,2024-11-21,"Detection","yes",4,7,57.1428571428571,"no","yes"
"1089","Utility5","sars-cov-2",32,2024-11-12,"Detection","yes",5,7,71.4285714285714,"no","yes"
"1090","Utility5","sars-cov-2",32,2024-11-14,"No Detection","yes",5,7,71.4285714285714,"no","yes"
"1091","Utility5","sars-cov-2",33,2024-11-04,"Detection","yes",6,7,85.7142857142857,"yes","no"
"1092","Utility5","sars-cov-2",34,2024-10-28,"No Detection","yes",7,8,87.5,"yes","no"
"1093","Utility5","sars-cov-2",34,2024-10-31,"Detection","yes",7,8,87.5,"yes","no"
"1094","Utility5","sars-cov-2",35,2024-10-21,"Detection","yes",8,8,100,"yes","no"
"1095","Utility5","sars-cov-2",35,2024-10-24,"Detection","yes",8,8,100,"yes","no"
"1096","Utility5","sars-cov-2",36,2024-10-14,"Detection","yes",8,8,100,"yes","no"
"1097","Utility5","sars-cov-2",36,2024-10-17,"Detection","yes",8,8,100,"yes","no"
"1098","Utility5","sars-cov-2",37,2024-10-08,"Detection","yes",7,7,100,"yes","no"
"1099","Utility5","sars-cov-2",37,2024-10-10,"Detection","yes",7,7,100,"yes","no"
"1100","Utility5","sars-cov-2",38,2024-09-30,"Detection","yes",6,6,100,"yes","no"
"1101","Utility5","sars-cov-2",38,2024-10-03,"Detection","yes",6,6,100,"yes","no"
"1102","Utility5","sars-cov-2",39,2024-09-23,"Detection","yes",5,5,100,"yes","no"
"1103","Utility5","sars-cov-2",39,2024-09-26,"Detection","yes",5,5,100,"yes","no"
"1104","Utility5","sars-cov-2",40,2024-09-16,"Detection","yes",5,5,100,"yes","no"
"1105","Utility5","sars-cov-2",41,2024-09-09,"Detection","yes",6,6,100,"yes","no"
"1106","Utility5","sars-cov-2",42,2024-09-03,"Detection","yes",7,7,100,"yes","no"
"1107","Utility5","sars-cov-2",43,2024-08-26,"Detection","yes",8,8,100,"yes","no"
"1108","Utility5","sars-cov-2",43,2024-08-29,"Detection","yes",8,8,100,"yes","no"
"1109","Utility5","sars-cov-2",44,2024-08-19,"Detection","yes",8,8,100,"yes","no"
"1110","Utility5","sars-cov-2",44,2024-08-22,"Detection","yes",8,8,100,"yes","no"
"1111","Utility5","sars-cov-2",45,2024-08-12,"Detection","yes",8,8,100,"yes","no"
"1112","Utility5","sars-cov-2",45,2024-08-15,"Detection","yes",8,8,100,"yes","no"
"1113","Utility5","sars-cov-2",46,2024-08-05,"Detection","yes",8,8,100,"yes","no"
"1114","Utility5","sars-cov-2",46,2024-08-08,"Detection","yes",8,8,100,"yes","no"
"1115","Utility5","sars-cov-2",47,2024-07-29,"Detection","yes",7,8,87.5,"yes","no"
"1116","Utility5","sars-cov-2",47,2024-08-01,"Detection","yes",7,8,87.5,"yes","no"
"1117","Utility5","sars-cov-2",48,2024-07-22,"Detection","yes",6,7,85.7142857142857,"yes","no"
"1118","Utility5","sars-cov-2",48,2024-07-25,"Detection","yes",6,7,85.7142857142857,"yes","no"
"1119","Utility5","sars-cov-2",49,2024-07-15,"Detection","yes",5,6,83.3333333333333,"yes","no"
"1120","Utility5","sars-cov-2",49,2024-07-18,"Detection","yes",5,6,83.3333333333333,"yes","no"
"1121","Utility5","sars-cov-2",50,2024-07-08,"No Detection","yes",3,4,75,"no","yes"
"1122","Utility5","sars-cov-2",50,2024-07-11,"Detection","yes",3,4,75,"no","yes"
"1123","Utility5","sars-cov-2",51,2024-07-01,"Detection","yes",2,2,100,"yes","no"
"1124","Utility5","sars-cov-2",52,2024-06-27,"Detection","yes",1,1,100,"yes","no"
